X,Y,OBJECTID,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTINGYEAR,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,METEREDAREAS_ENERGY,METEREDAREAS_WATER,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,LASTUPDATE,UBID
-77.0399987458885,38.8939661951996,455177,PM3506489,0173    0809,3506489,DAR Building,,,2020,In Compliance,1776 D ST NW,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,2,"1776 D Street, NW",WASHINGTON,DC,20006,1912,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,221828,203652.0,,37.4,37.4,104.7,104.7,728.5,3.6,,3234.1,0.0,0.0,Whole Property,,0.0,0.0,0.0,0.0,2230904.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517890.3,491064.4,483890.9,374094.5,542080.0,832512.7,989633.2,965964.4,785397.0,608550.1,506432.4,514337.1,38.89395841,-77.03999645,279384,396530.259623007,136235.397032032,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0477938885138,38.8985751860379,455215,PM3507141,0079    0861,3507141,2125-2131 G St,,,2010,Data Under Review by DOEE,2125 G STREET NW,GEORGE WASHINGTON UNIVERSITY,2,"2125-2131 G St, NW",WASHINGTON,DC,20052,1910,College/University (Campus-Level),College/University (Campus-Level),53631,53820.0,,40.3,36.7,134.4,122.2,306.8,0,,0.0,45.5,0.0,,,0.0,0.0,0.0,0.0,634477.18933177018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8985674,-77.04779159,242508,395854.289715774,136747.356609856,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0477938885138,38.8985751860379,455216,PM3507141,0079    0861,3507141,2125-2131 G St,,,2011,Data Under Review by DOEE,2125 G STREET NW,GEORGE WASHINGTON UNIVERSITY,2,"2125-2131 G St, NW",WASHINGTON,DC,20052,1910,College/University (Campus-Level),College/University (Campus-Level),53631,53820.0,,39.4,36.9,131.4,123.0,299.88,0,,0.0,33.4,0.0,,,0.0,0.0,0.0,0.0,620296.00527549826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8985674,-77.04779159,242508,395854.289715774,136747.356609856,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0477938885138,38.8985751860379,455217,PM3507141,0079    0861,3507141,2125-2131 G St,,,2012,Data Under Review by DOEE,2125 G STREET NW,GEORGE WASHINGTON UNIVERSITY,2,"2125-2131 G St, NW",WASHINGTON,DC,20052,1910,College/University (Campus-Level),College/University (Campus-Level),53631,53820.0,,42.3,37.3,141.1,124.6,321.99,0,,0.0,33.0,0.0,,,0.0,0.0,0.0,0.0,666058.305978898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8985674,-77.04779159,242508,395854.289715774,136747.356609856,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0035454564199,38.9272255637952,455286,PM3508539,PAR 01200034,3508539,Alumnae and Main Hall,,,2011,Data Under Review by DOEE,125 MICHIGAN AV,TRINITY COLLEGE,5,125 Michigan Ave. NE,WASHINGTON,DC,,1910,College/University (Campus-Level),College/University (Campus-Level),482879,290700.0,,94.2,104.6,155.8,166.7,2097.36,0,,0.0,201570.4,0.0,,,0.0,0.0,0.0,0.0,2121424.463657679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9272177703,-77.0035431701,285983,399692.768999996,139926.705602384,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0035454564199,38.9272255637952,455287,PM3508539,PAR 01200034,3508539,Alumnae and Main Hall,,,2012,Data Under Review by DOEE,125 MICHIGAN AV,TRINITY COLLEGE,5,125 Michigan Ave. NE,WASHINGTON,DC,,1910,College/University (Campus-Level),College/University (Campus-Level),482879,290700.0,,83.4,94.1,141.0,156.2,1891.81,0,,0.0,174410.1,0.0,,,0.0,0.0,0.0,0.0,1995047.1014068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9272177703,-77.0035431701,285983,399692.768999996,139926.705602384,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9700931638378,38.9223558331647,455369,PM3510438,4350    0006,3510438,Bladensburg Bus Garage,,,2012,In Compliance,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2251 26th Street NE,WASHINGTON,DC,,1962,"Service (Vehicle Repair/Service, Postal Service)","Service (Vehicle Repair/Service, Postal Service)",258459,76125.0,,329.6,379.0,345.6,397.3,1336.26,0,,0.0,250793.1,0.0,,,0.0,0.0,0.0,0.0,4211.1987104337632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9223480394,-76.9700908883,300815,402593.619099958,139386.542902379,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9700931638378,38.9223558331647,455370,PM3510438,4350    0006,3510438,Bladensburg Bus Garage,,,2013,In Compliance,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2251 26th Street NE,WASHINGTON,DC,20018,1962,Other - Services,Other - Services,258459,76125.0,,275.3,277.9,289.5,292.2,1113.5,14.6,,7847.1,209460.97,0.0,Whole Building,,0.0,0.0,0.0,0.0,4211.19526752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9223480394,-76.9700908883,300815,402593.619099958,139386.542902377,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0038628540022,38.9099013391357,455402,PM3514565,3582    0802,3514565,DCAA,,,2012,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,1501 Eckington Place,WASHINGTON,DC,,1990,Warehouse (Unrefrigerated),Warehouse (Unrefrigerated),208650,210000.0,52.0,74.9,82.0,156.1,165.5,1465.88,0,,0.0,86216.0,0.0,,,0.0,0.0,0.0,0.0,2084604.000586167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9098935491,-77.0038605687,62598,399665.165799997,138003.57280237,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0038628540022,38.9099013391357,455404,PM3514565,3582    0802,3514565,DCAA,,,2014,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,1501 Eckington Place,WASHINGTON,DC,20002,1990,Distribution Center,Non-Refrigerated Warehouse,208650,210000.0,46.0,90.8,89.7,178.7,176.9,1688.9,8,,358.3,106784.00239,0.0,Whole Building,,0.0,0.0,0.0,0.0,2455781.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9098935491,-77.0038605687,62598,399665.165798001,138003.57280137,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0039459124503,38.909965764036,455405,PM3514565,3582    0802,3514565,DCAA,,,2015,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,1501 Eckington Place,Washington,DC,20002,1990,Distribution Center,Non-Refrigerated Warehouse,208650,210000.0,38.0,91.6,93.8,195.1,197.4,1824.2,8.7,,558.4,92908.714088,0.0,Whole Building,,0.0,0.0,0.0,0.0,2913510.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9099579737,-77.0039436268,62598,399657.962322951,138010.724768931,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0039459124503,38.909965764036,455406,PM3514565,3582    0802,3514565,DCAA,,,2016,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,1501 Eckington Place,WASHINGTON,DC,20002,1990,Distribution Center,Non-Refrigerated Warehouse,208650,210000.0,66.0,67.3,71.0,135.4,139.3,1151.2,5.5,,581.2,76323.001392,0.0,Whole Building,,0.0,0.0,0.0,0.0,1906111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9099579737,-77.0039436268,62598,399657.962322951,138010.724768931,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0039459124503,38.909965764036,455407,PM3514565,3582    0802,3514565,DCAA,,,2017,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,1501 Eckington Place,WASHINGTON,DC,20002,1990,Distribution Center,Distribution Center,208650,210000.0,53.0,68.3,76.2,141.3,150.7,1166.0,5.6,,687.5,73472.2099901,0.0,Whole Building,,0.0,0.0,0.0,0.0,2049594.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9099579737,-77.0039436268,62598,399657.962322951,138010.724768931,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0284035728577,38.900201517116,455437,PM3512115,0287    0038,3512115,CO/GLC 11542/1200 H ST NW/WASHINGTON/DC,,,2021,In Compliance,1200 NEW YORK AVE NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2,1200 H ST NW,WASHINGTON,DC,20005,1995,Other - Technology/Science,Other - Technology/Science,263000,120044.0,,200.1,200.1,560.4,560.4,2230.7,18.6,,36.0,0.0,0.0,Whole Property,,0.0,0.0,0.0,0.0,7041164.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005508.7,1810151.3,2010971.2,1939510.5,2011541.3,1966789.5,2049892.0,2068688.9,1993368.9,2065519.2,2001117.6,2101396.1,38.90019373,-77.02840128,300823,397536.369940234,136927.190306884,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0854822941802,38.9585287170784,455448,PM3512552,1657    0024,3512552,Western Division,,,2012,Data Under Review by DOEE,5230 WISCONSIN AVENUE NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),3,5230 Wisconsin Ave. NW,WASHINGTON,DC,20015,1957,"Service (Vehicle Repair/Service, Postal Service)","Service (Vehicle Repair/Service, Postal Service)",52529,52570.0,,187.3,215.4,196.5,225.9,524.52,0,,0.0,98371.5,0.0,,,0.0,0.0,0.0,0.0,2451.1987104337632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95852092,-77.08547998,265900,392591.220238111,143405.096568726,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.085289952204,38.9579744573542,455449,PM3512552,1657    0024,3512552,Western Division,,,2013,In Compliance,5230 WISCONSIN AV NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),3,5230 Wisconsin Ave. NW,WASHINGTON,DC,20015,1957,Other - Services,Other - Services,59497,52570.0,,245.0,248.9,257.6,261.6,684.2,13,,737.6,128732.998,0.0,Whole Building,,0.0,0.0,0.0,0.0,2414.39009328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9579666607,-77.0852876386,265900,392607.833500095,143343.553102397,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.03177029862,38.9471555174669,455460,PM3512611,2811    0802,3512611,Northern Bus,,,2012,In Compliance,4701 14TH ST NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),4,4701 14th Street NW,WASHINGTON,DC,,1950,"Service (Vehicle Repair/Service, Postal Service)","Service (Vehicle Repair/Service, Postal Service)",171011,175185.0,,5.8,6.6,6.4,7.2,55.97,0,,0.0,9875.5,0.0,,,0.0,0.0,0.0,0.0,7100.9994138335287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.947147721,-77.0317680023,255174,397246.142100028,142139.578302398,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.03177029862,38.9471555174669,455461,PM3512611,2811    0802,3512611,Northern Bus,,,2013,In Compliance,4701 14TH ST NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),4,4701 14th Street NW,WASHINGTON,DC,20011,1950,Other - Services,Other - Services,171011,175185.0,,59.9,59.9,63.2,63.2,559.0,3.2,,4201.8,104735.587,0.0,Whole Building,,0.0,0.0,0.0,0.0,7164.00850752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.947147721,-77.0317680023,255174,397246.142100035,142139.57830239,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0845662939457,38.959766046684,455470,PM3512639,1661    0855,3512639,Friendship Center,,,2012,Data Under Review by DOEE,5333 WISCONSIN AVENUE NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,WASHINGTON,DC,20015,1998,Retail,Retail,86379,86728.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95975825,-77.08456398,265947,392670.739635994,143542.377643961,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0845371877611,38.9597819411923,455471,PM3512639,1661    0855,3512639,Friendship Center,,,2013,Incomplete Report,5333 WISCONSIN AV NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,WASHINGTON,DC,20015,1998,Retail Store,Other,86379,86728.0,36.0,97.0,0.0,245.7,0.0,885.6,10.2,,4354.0,24362.058,0.0,Whole Building,,0.0,0.0,0.0,0.0,1750435.33814352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9597741441,-77.0845348742,265947,392673.263900092,143544.139702406,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0845371877611,38.9597819411923,455472,PM3512639,1661    0855,3512639,Friendship Center,,,2014,In Compliance,5333 WISCONSIN AV NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,WASHINGTON,DC,20015,1998,Retail Store,Mixed Use Property,86379,86728.0,,149.7,149.4,406.8,405.9,1526.1,17.6,,3567.4,26250.784333,0.0,Whole Building,,0.0,0.0,0.0,0.0,3036042.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9597741441,-77.0845348742,265947,392673.263902089,143544.139704403,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0845685965231,38.959773504761,455473,PM3512639,1661    0855,3512639,Friendship Center,,,2015,In Compliance,5333 WISCONSIN AV NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,Washington,DC,20015,1998,Retail Store,Retail Store,86379,118705.0,15.0,130.6,129.6,350.5,346.3,1802.1,15.2,,2966.4,33895.36556065,0.0,Whole Building,,0.0,0.0,0.0,0.0,3551261.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.959765708,-77.0845662832,265947,392670.540785413,143543.20573352,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0845685965231,38.959773504761,455474,PM3512639,1661    0855,3512639,Friendship Center,,,2016,In Compliance,5333 WISCONSIN AV NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,WASHINGTON,DC,20015,1998,Retail Store,Retail Store,86379,118705.0,20.0,121.8,120.7,325.2,320.4,1457.8,12.3,,3156.1,32476.15666565,0.0,Whole Building,,0.0,0.0,0.0,0.0,3284799.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.959765708,-77.0845662832,265947,392670.540785413,143543.20573352,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-77.0845685965231,38.959773504761,455475,PM3512639,1661    0855,3512639,Friendship Center,,,2017,In Compliance,5333 WISCONSIN AV NW,STREET RETAIL INC,3,5333 Wisconsin Avenue,WASHINGTON,DC,20015,1998,Retail Store,Retail Store,86379,118705.0,22.0,114.5,114.5,308.5,308.5,1340.1,11.3,,3713.4,29018.22405913,0.0,Whole Building,,0.0,0.0,0.0,0.0,3133439.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.959765708,-77.0845662832,265947,392670.540785413,143543.20573352,2022-06-05T09:01:31Z,2022-05-27T00:00:00Z,
-76.9996110249583,38.9131235366472,455515,PM3512821,3605    0812,3512821,Brentwood Yard,,,2012,In Compliance,0601 T ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,0601 T Street NE,WASHINGTON,DC,,1973,"Service (Vehicle Repair/Service, Postal Service)","Service (Vehicle Repair/Service, Postal Service)",208968,121936.0,,34.1,39.2,36.2,41.5,223.6,0,,0.0,41318.1,0.0,,,0.0,0.0,0.0,0.0,7845.9994138335287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9131157458,-76.9996087407,289737,400033.933099995,138361.256202374,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9996110249583,38.9131235366472,455516,PM3512821,3605    0812,3512821,Brentwood Yard,,,2013,In Compliance,0601 T ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,0601 T Street NE,WASHINGTON,DC,20018,1973,Other - Services,Other - Services,208968,121936.0,,38.9,39.3,41.2,41.6,253.5,2.1,,205.7,47153.201,0.0,Whole Building,,0.0,0.0,0.0,0.0,7320.60286128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9131157458,-76.9996087407,289737,400033.933099997,138361.256202371,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9700931638378,38.9223558331647,455525,PM3512849,4350    0006,3512849,Bladensburg HOMT,,,2012,In Compliance,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2250 26th Street NE,WASHINGTON,DC,,1962,"Service (Vehicle Repair/Service, Postal Service)","Service (Vehicle Repair/Service, Postal Service)",258459,155893.0,,101.5,116.6,106.7,122.6,844.33,0,,0.0,157838.2,0.0,,,0.0,0.0,0.0,0.0,9576.5005861664722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9223480394,-76.9700908883,155933,402593.619099958,139386.542902379,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-76.9700931638378,38.9223558331647,455526,PM3512849,4350    0006,3512849,Bladensburg HOMT,,,2013,In Compliance,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2250 26th Street NE,WASHINGTON,DC,20018,1962,Other - Services,Other - Services,258459,155893.0,,103.8,105.9,109.5,111.6,861.6,5.5,,627.6,161548.519,0.0,Whole Building,,0.0,0.0,0.0,0.0,9834.6998592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9223480394,-76.9700908883,155933,402593.619099958,139386.542902377,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0205133633752,38.9240653366502,455587,PM3513332,3057    0092; 3063    0801; 3075    0807,3513332,HU Sub Station,,,2011,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY,1,100 6TH AND TRUMBUL ST NW,WASHINGTON,DC,,1950,College/University (Campus-Level),College/University (Campus-Level),1095275,3543436.0,,86.3,82.1,288.2,274.3,43301.63,0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,89620139.935521677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9240575444,-77.020511072,,398221.390400016,139576.087402382,2022-06-05T09:01:31Z,2022-02-04T00:00:00Z,
-77.0205133633752,38.9240653366502,455588,PM3513332,3057    0092; 3063    0801; 3064    0837; 3072    0052; 3075    0807; 3080    0073,3513332,HU Sub Station,,,2012,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY,1,100 6TH AND TRUMBUL ST NW,WASHINGTON,DC,,1950,College/University (Campus-Level),College/University (Campus-Level),1095275,3543436.0,,84.3,79.7,281.4,266.0,42281.61,0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,87509023.388042212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9240575444,-77.020511072,,398221.390400016,139576.087402382,2022-06-05T09:01:31Z,2022-02-04T00:00:00Z,
-77.0038628540022,38.9099013391357,455663,PM3514565,3582    0802,3514565,DCAA,,,2011,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,1501 Eckington Place,WASHINGTON,DC,,1990,Warehouse (Unrefrigerated),Warehouse (Unrefrigerated),208650,210000.0,50.0,79.4,87.2,163.1,173.8,1534.51,0,,0.0,93510.0,0.0,,,0.0,0.0,0.0,0.0,2146320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9098935491,-77.0038605687,62598,399665.165799997,138003.57280237,2022-06-05T09:01:31Z,2022-05-04T00:00:00Z,
-77.0203080649318,38.9179566753057,455724,PM3537741,3075    0807,3537741,Howard University Hospital,3619488,Howard University Hospital Complex,2011,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY,1,2041 Georgia Avenue NW,WASHINGTON,DC,,1927,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1427564,647500.0,72.0,129.9,127.8,408.0,401.4,11261.5,0,,0.0,0.0,0.0,Whole Building,,0.0,0.0,0.0,0.0,24655747.3915592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9179488843,-77.020305774,279523,398239.041900014,138897.970602377,2022-06-05T09:01:31Z,2022-02-04T00:00:00Z,
-77.0203080649318,38.9179566753057,455725,PM3537741,3075    0807,3537741,Howard University Hospital,3619488,Howard University Hospital Complex,2012,In Compliance,2041 - 2121 GEORGIA AV NW,HOWARD UNIVERSITY,1,2041 Georgia Avenue NW,WASHINGTON,DC,,1927,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1427564,647500.0,20.0,176.4,169.0,553.8,530.6,15286.4,0,,0.0,0.0,0.0,Whole Building,,0.0,0.0,0.0,0.0,33467698.24150059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9179488843,-77.020305774,279523,398239.041900014,138897.970602377,2022-06-05T09:01:31Z,2022-02-04T00:00:00Z,
